垃圾桶,#genre#
CHC动作电影,http://111.20.40.170/PLTV/88888893/224/3221226465/index.m3u8
IPTV抗战剧场,http://119.39.128.18:88/hls/35/index.m3u8
IPTV经典剧场,http://119.39.128.18:88/hls/37/index.m3u8
IPTV古装剧场,http://119.39.128.18:88/hls/36/index.m3u8
東森戲劇HD,http://123.51.230.108:18538/.m3u8
CHC动作电影,http://59.49.41.44/live.aishang.ctlcdn.com/00000110240324_1/playlist.m3u8?CONTENTID=00000110240324_1
CHC家庭影院,http://59.49.41.41/live.aishang.ctlcdn.com/00000110240323_1/playlist.m3u8?CONTENTID=00000110240323_1
台视HD,http://23.237.10.66:16344
CGTN纪录片,http://23.237.10.66:16473
民视HD,http://23.237.10.66:16334
丹麥-Sportv2,http://23.237.10.66:16180
电视剧场,http://23.237.10.66:16406
嘉佳卡通,http://23.237.10.66:16662
星卫电影台HD,http://23.237.10.66:16359
中天综合HD,http://23.237.10.66:16372
经典功夫台,https://cn-hbyc2-dx-live-01.bilivideo.com/live-bvc/545768/live_179302204_68184269.m3u8

靖天映画,http://www.336699.live:1935/blockfour/4gtv-4gtv055.stream/playlist.m3u8
南京少儿 (高清) [非全天],http://live.nbs.cn/channels/njtv/sepd/m3u8:500k/live.m3u8
北碚综合 (标清) [非全天],http://222.178.181.121:12034/beibei01.m3u8
靖天育乐台,http://www.336699.live:1935/blockfour/4gtv-4gtv062.stream/playlist.m3u8
爱尔达娱乐,http://www.336699.live:1935/blockfour/4gtv-4gtv070.stream/playlist.m3u8
中视箐采,http://www.336699.live:1935/blockfour/4gtv-4gtv064.stream/playlist.m3u8
北京卫视 (超清),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225673/index.m3u8
老电影,http://www.336699.live:1935/blocksix/4gtv-live021.stream/chunklist.m3u8
影迷纪实台,http://www.336699.live:1935/blocksix/4gtv-live023.stream/chunklist.m3u8
吉林卫视 (标清),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225680/index.m3u8
全民最大党,http://www.336699.live:1935/blocksix/4gtv-live076.stream/chunklist.m3u8
爱尔达生活旅游,http://www.336699.live:1935/blocksix/4gtv-live120.stream/chunklist.m3u8
GlobalTrekker,http://www.336699.live:1935/blocksix/4gtv-live112.stream/chunklist.m3u8
中天美食旅游,http://www.336699.live:1935/blocksix/4gtv-live123.stream/chunklist.m3u8
东森LIVE,http://2023.stream-link.org/playlist/ebc_news
東森財經,http://2023.stream-link.org/playlist/ebc_finance
四川卫视 (标清),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225733/index.m3u8
四平新闻综合 [锁区],http://stream2.jlntv.cn/sptv/sd/live.m3u8
天津卫视 (超清),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225698/index.m3u8
天映頻道,http://210.210.155.35:80/dr9445/h/h14/02.m3u8
宁夏卫视 (标清),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225726/index.m3u8
天才衝衝衝,http://2023.stream-link.org/playlist/cts_zy.flv
安徽卫视 (超清),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225691/index.m3u8
宿州新闻综合 (超清) [非全天],http://live.ahsz.tv/video/s10001-szzh/index.m3u8
山东卫视 (超清),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225697/index.m3u8
LUXE TV,http://www.336699.live:1935/blocksix/4gtv-live121.stream/chunklist.m3u8
山西 Ⅰ 朔州新闻台 (10p) [非全天],http://stream.sxsztv.com/live4/sd/live.m3u8
智林体育,http://www.336699.live:1935/blockfour/4gtv-4gtv101.stream/playlist.m3u8
山西卫视 (标清),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225730/index.m3u8
寰宇國際新聞,http://2023.stream-link.org/playlist/global_news.flv
广东 ‖ 清新综合台 (超清),http://hls.wiseqx.com/live/qxzh.m3u8
南宁影视娱乐 (高清) [非全天],http://hls.nntv.cn/nnlive/NNTV_VOD_A.m3u8
無綫新聞台,http://2022.stream-link.org/playlist/tvb_news
宜章新闻综合 (标清),http://hnyz.chinashadt.com:2036/live/stream:tv1.stream/playlist.m3u8
宿州科教 (超清) [非全天],http://live.ahsz.tv/video/s10001-kxjy/index.m3u8
广东卫视 (超清),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225701/index.m3u8
東森yoyo,http://2023.stream-link.org/playlist/ebc_yoyo
东森电影,http://120.84.96.73:808/hls/32/index.m3u8
有線財經資訊台,http://2022.stream-link.org/playlist/cable_finance
靖天卡通台,http://www.336699.live:1935/blockfour/4gtv-4gtv044.stream/playlist.m3u8
东森洋片,http://120.84.96.73:808/hls/33/index.m3u8
龙祥电影,http://120.84.96.73:808/hls/30/index.m3u8
靖天欢乐台,http://www.336699.live:1935/blockfour/4gtv-4gtv054.stream/playlist.m3u8
人间卫视,http://www.336699.live:1935/blocksix/4gtv-live008.stream/chunklist.m3u8
星空卫视,http://120.84.96.73:808/hls/79/index.m3u8
财经体育新闻,http://120.84.96.73:808/hls/86/index.m3u8
孟州电视台 (超清) [非全天],http://live.dxhmt.cn:9081/tv/10883-1.m3u8
东森电影,http://120.84.96.82:808/hls/32/index.m3u8
广东 Ⅰ 韶关综合台 (高清) [非全天],https://www.sgmsw.cn/videos/tv/201805/1308/SB05RIYZOU8JR418AUQOF62CAJQ08D0E/hls/live.m3u8
东森洋片,http://120.84.96.82:808/hls/33/index.m3u8
龙祥电影,http://120.84.96.82:808/hls/30/index.m3u8
星空卫视,http://120.84.96.82:808/hls/79/index.m3u8
财经体育新闻,http://120.84.96.82:808/hls/86/index.m3u8
私人影院,http://120.84.96.82:808/hls/85/index.m3u8
凤凰香港,http://120.84.96.82:808/hls/81/index.m3u8
东森洋片,http://120.84.96.87:808/hls/33/index.m3u8
东森电影,http://120.84.96.87:808/hls/32/index.m3u8
利川新闻综合 (标清) [非全天],http://uni6rtmp.tulix.tv:1935/vbstv/vbsabr.smil/chunklist_w439903609_b1228800.m3u8
龙祥电影,http://120.84.96.87:808/hls/30/index.m3u8
星空卫视,http://120.84.96.87:808/hls/79/index.m3u8
凤凰香港,http://120.84.96.87:808/hls/81/index.m3u8
私人影院,http://120.84.96.87:808/hls/85/index.m3u8
东森电影,http://120.84.96.89:808/hls/32/index.m3u8
广西卫视 (标清),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225731/index.m3u8
建安电视台 (超清) [非全天],http://live.dxhmt.cn:9081/tv/11003-1.m3u8
东森洋片,http://120.84.96.89:808/hls/33/index.m3u8
龙祥电影,http://120.84.96.89:808/hls/30/index.m3u8
星空卫视,http://120.84.96.89:808/hls/79/index.m3u8
凤凰香港,http://120.84.96.89:808/hls/81/index.m3u8
财经体育新闻,http://120.84.96.89:808/hls/86/index.m3u8
私人影院,http://120.84.96.89:808/hls/85/index.m3u8
延边新闻综合 [锁区],http://stream2.jlntv.cn/jlyb/sd/live.m3u8
天映頻道,http://210.210.155.37/dr9445/h/h14/index.m3u8
私人影院,http://120.84.96.73:808/hls/85/index.m3u8
东森洋片,http://120.84.96.113:808/hls/33/index.m3u8
东森电影,http://120.84.96.113:808/hls/32/index.m3u8
凤凰香港,http://120.84.96.73:808/hls/81/index.m3u8
龙祥电影,http://120.84.96.113:808/hls/30/index.m3u8
星空卫视,http://120.84.96.113:808/hls/79/index.m3u8
财经体育新闻,http://120.84.96.113:808/hls/86/index.m3u8
凤凰香港,http://120.84.96.113:808/hls/81/index.m3u8
私人影院,http://120.84.96.113:808/hls/85/index.m3u8
华视,http://2023.stream-link.org/playlist/cts_zy
南京新闻综合 (高清),http://live.nbs.cn/channels/njtv/xwzh/m3u8:500k/live.m3u8
房山电视台 (标清),https://live.funhillrm.com/2/playlist.m3u8
TVBS HD,http://2023.stream-link.org/playlist/tvbs
平乡电视台 (标清),http://hbpx.chinashadt.com:2036/live/px1.stream/playlist.m3u8
文山综合 (超清) [非全天],http://m3u8.channel.wsrtv.com.cn/cms/videos/nmip-media/channellive/channel7/playlist.m3u8
無綫財經·體育·資訊台,http://2022.stream-link.org/playlist/tvb_finance
三立財經,http://2023.stream-link.org/playlist/set_inews.flv
北京iptv4K,http://221.179.217.76/PLTV/88888888/224/3221226550/1.m3u8
4K超高清电影,http://159.75.85.63:5681/sxg.php
凤凰香港,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226251/index.m3u8
美国中文电视,https://jpts.sinovision.net/livestream.m3u8
香港开电视,http://2022.stream-link.org/playlist/hoy_tv
澳亚卫视,https://live.mastvnet.com/lsdream/lY44pmm/2000/live.m3u8
南京娱乐 (高清),http://live.nbs.cn/channels/njtv/ylpd/m3u8:500k/live.m3u8
南京生活 (高清),http://live.nbs.cn/channels/njtv/shpd/m3u8:500k/live.m3u8
南宁新闻综合 (高清) [非全天],http://hls.nntv.cn/nnlive/NNTV_NEWS_A.m3u8
南宁都市生活 (高清) [非全天],http://hls.nntv.cn/nnlive/NNTV_METRO_A.m3u8
靖天国际,http://www.336699.live:1935/blockfour/4gtv-4gtv063.stream/playlist.m3u8
RHK31,http://2022.stream-link.org/playlist/rthk_31
香港开电视资讯,http://2022.stream-link.org/playlist/hoy_info
Rollor,http://www.336699.live:1935/blocksix/4gtv-live012.stream/chunklist.m3u8
新疆卫视 (标清),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225725/index.m3u8
无线新闻台,http://radius.8866.org:800/hls/82/index.m3u8
无线财经,http://radius.8866.org:800/hls/83/index.m3u8
RHK32,http://2022.stream-link.org/playlist/rthk_32
龙华电影,http://116.50.42.21:8575/.m3u8
半岛新闻 (超清),https://live-hls-web-aje.getaj.net/AJE/01.m3u8
重庆卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225692/index.m3u8
东南卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225657/index.m3u8
贵州卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225728/index.m3u8
贵州卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225728/index.m3u8
贵州卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225483/index.m3u8?fmt=ts2hls
辽宁卫视,http://115.149.139.141:10001/tsfile/live/1028_1.m3u8?blog.ntnas.top
辽宁卫视,http://115.149.139.141:10001/tsfile/live/1028_1.m3u8
吉林卫视,http://stream4.jlntv.cn:80/jlwshd/playlist.m3u8
辽宁卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225696/index.m3u8
辽宁卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225735/index.m3u8
新疆卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225725/index.m3u8
吉林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225680/index.m3u8
新疆卫视,http://livehyw5.chinamcache.com/hyw/zb01.m3u8?txSecret=58347f72aece2c25c685b8dc4da74652&txTime=95A66658
甘肃卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225724/index.m3u8
吉林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225680/index.m3u8
河北卫视,http://event.pull.hebtv.com/jishi/weishipindao.m3u8
吉林卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225680/index.m3u8
河北卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225732/index.m3u8
河北卫视,http://115.149.139.141:10001/tsfile/live/1033_1.m3u8
甘肃卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225724/index.m3u8
天津卫视,http://115.149.139.141:10001/tsfile/live/1036_1.m3u8
山东卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225738/index.m3u8
天津卫视,http://115.149.139.141:10001/tsfile/live/1036_1.m3u8?blog.ntnas.top
延边卫视,http://live.ybtvyun.com/video/s10006-44f040627ca1/index.m3u8
青海卫视,http://stream.qhbtv.com/qhws/sd/live.m3u8
天津卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225739/1653141888-1-1648950485.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225723/index.m3u8
河北卫视,http://115.149.139.141:10001/tsfile/live/1033_1.m3u8?blog.ntnas.top
三沙卫视,https://pullsstv90080111.ssws.tv/live/SSTV20220729.m3u8
人间衛視,https://5ddce30eb4b55.streamlock.net/bltvhd/bltv1/chunklist_w511254805.m3u8
云南卫视,http://tvlive.ynradio.com/live/yunnanweishi/chunks.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225723/index.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel01/1080p.m3u8
浙江卫视,http://hw-m-l.cztv.com/channels/lantian/channel001/1080p.m3u8
山西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225730/index.m3u8
广西卫视,http://115.149.139.141:10001/tsfile/live/1037_1.m3u8?blog.ntnas.top
陕西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225729/index.m3u8
宁夏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225726/index.m3u8
内蒙古卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225667/index.m3u8
重庆卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225734/index.m3u8
重庆卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
广西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/TVOD/88888910/224/3221225731/index.m3u8
江西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225746/index.m3u8
江西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225705/index.m3u8
江西卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225705/index.m3u8?icpid=88888888&from=30&hms_devid=1452
江西卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225746/index.m3u8
青海卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225727/index.m3u8
新疆卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225725/index.m3u8
西藏卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225723/index.m3u8
海南卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225722/index.m3u8
西藏卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225723/index.m3u8
四川卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225733/index.m3u8
宁夏卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225726/index.m3u8
新疆卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225725/index.m3u8
纬来体育,http://123.51.230.108:18509/http/192.168.1.9:8081/hls/67/809/12_2440494.m3u8
山东卫视,http://39.135.138.60:18890/PLTV/88888888/224/3221225697/index.m3u8
天津卫视,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225698/1653141771-1-1651284161.m3u8
ELEVEN體育2台,http://61.221.81.93:8078/hls/26/80/esport2.m3u8
山西卫视,http://39.135.138.60:18890/PLTV/88888910/224/3221225730/index.m3u8
CCTV5-高清,http://39.134.24.161/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
CCTV5-高清,http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888890/224/3221226395/index.m3u8?
动漫秀场,http://183.207.255.188/live/program/live/dmxchd/4000000/mnf.m3u8
游戏风云,http://183.207.255.188/live/program/live/yxfyhd/4000000/mnf.m3u8
生活时尚,http://183.207.255.188/live/program/live/shsshd/4000000/mnf.m3u8
都市剧场,http://183.207.255.188/live/program/live/dsjchd/4000000/mnf.m3u8
江苏卫视 (超清),http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888910/224/3221225702/index.m3u8
ELEVEN體育2台,https://epg.pm/stream/480fbbc2ba61ff75864f5aca4b9918c7ddba6fb3306ad56eb2a6482f92fc3301.m3u8
苏州4K,http://liveshowbak2.kan0512.com/ksz-norecord/csztv4k_4k.m3u8
Fashion4K,https://fash2043.cloudycdn.services/slive/ftv_ftv_4k_hevc_73d_42080_default_466_hls.smil/playlist.m3u8
斗鱼4K,http://epg.112114.xyz/douyu/9249162
Ziggo Sport 4K,http://live.iptvtotaal.com:8000/awpreneniptv/09HZaVeOmh/20560
MUZZIK ZZ4000 4K,http://muzzik-live.morescreens.com/mts-a6/playlist.m3u8
欢笑剧场4K,http://113.207.84.197:8090/__cl/cg:live/__c/hxjc_4K/__op/default/__f/index.m3u8
CCTV-4K,http://113.207.84.197:8090/__cl/cg:live/__c/CCTV4K/__op/default/__f/index.m3u8
ULTRA NATURE TV 4K,http://185.236.229.31:9981/play/a01d
YOSSO TV 4K,http://3efb37ea.ucomist.net/iptv/2ZDKWT2XKGZEEA/16153/index.m3u8
CCTV16-4K,http://113.207.84.197:8090/__cl/cg:live/__c/CCTV16_4K/__op/default/__f/index.m3u8
4K60PSDR-H264-AAC测试,http://159.75.85.63:5680/d/ad/h264/playad.m3u8
CCTV-1 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctv1HD/__op/default/__f/index.m3u8
4K60PHLG-HEVC-EAC3测试,http://159.75.85.63:5680/d/ad/playad.m3u8
SKY HIGH VHS UHD,http://3efb37ea.ucomist.net/iptv/2ZDKWT2XKGZEEA/17058/index.m3u8
CCTV-2 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctv2HD/__op/default/__f/index.m3u8
SKY HIGH UHD HDR,http://3efb37ea.ucomist.net/iptv/2ZDKWT2XKGZEEA/17059/index.m3u8
SKY HIGH DOC UHD,http://3efb37ea.ucomist.net/iptv/2ZDKWT2XKGZEEA/17053/index.m3u8
SKY HIGH DANCE UHD,http://3efb37ea.ucomist.net/iptv/2ZDKWT2XKGZEEA/14250/index.m3u8
CCTV-4 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctv4HD/__op/default/__f/index.m3u8
loupe 4K,https://d2dw21aq0j0l5c.cloudfront.net/playlist_3840x2160.m3u8
CCTV-3 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctv3HD/__op/default/__f/index.m3u8
CCTV-6 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctv6HD/__op/default/__f/index.m3u8
CCTV5+ 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctv5SportHD/__op/default/__f/index.m3u8
CCTV-5 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctv5HD/__op/default/__f/index.m3u8
CCTV-10 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctv10HD/__op/default/__f/index.m3u8
Clarity4K,https://d3thiix3tzne5u.cloudfront.net/playlist2160p.m3u8
CCTV-11 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctv11HD/__op/default/__f/index.m3u8
CCTV-7 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctv7HD/__op/default/__f/index.m3u8
爱自然,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8
Liberty KINOENG  UHD,http://3efb37ea.ucomist.net/iptv/2ZDKWT2XKGZEEA/17060/index.m3u8
SKY HIGH NATURE 4K HDR,http://3efb37ea.ucomist.net/iptv/2ZDKWT2XKGZEEA/14248/index.m3u8
CCTV-14 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctvseHD/__op/default/__f/index.m3u8
CCTV-15 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctv15HD/__op/default/__f/index.m3u8
CCTV-8 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctv8HD/__op/default/__f/index.m3u8
CCTV-16 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctv16HD/__op/default/__f/index.m3u8
CCTV-9 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctv9HD/__op/default/__f/index.m3u8
CCTV-12 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctv12HD/__op/default/__f/index.m3u8
云南卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/yunnanSD/__op/default/__f/index.m3u8
CCTV-17 高清,http://113.207.84.197:8090/__cl/cg:live/__c/cctv17HD/__op/default/__f/index.m3u8
CCTV-13 高清,http://113.207.84.197:8090/__cl/cg:live/__c/CCTVNewsHD/__op/default/__f/index.m3u8
东方卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/shanghaiHD/__op/default/__f/index.m3u8
四川卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/sichuanHD/__op/default/__f/index.m3u8
安徽卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/anhuiSD/__op/default/__f/index.m3u8
北京卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/beijingHD/__op/default/__f/index.m3u8
宁夏卫视,http://113.207.84.197:8090/__cl/cg:live/__c/ningxia/__op/default/__f/index.m3u8
东南卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/dongnanHD/__op/default/__f/index.m3u8
天津卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/tianjinHD/__op/default/__f/index.m3u8
广西卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/guangxiHD/__op/default/__f/index.m3u8
Liberty MARVEL 4K,http://3efb37ea.ucomist.net/iptv/2ZDKWT2XKGZEEA/15090/index.m3u8
新疆卫视,http://113.207.84.197:8090/__cl/cg:live/__c/xinjiangSD/__op/default/__f/index.m3u8
江苏卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/jiangsuHD/__op/default/__f/index.m3u8
江西卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/jiangxiHD/__op/default/__f/index.m3u8
湖南卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/hunanHD/__op/default/__f/index.m3u8
河北卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/hebeiSD/__op/default/__f/index.m3u8
深圳卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/shenzhenHD/__op/default/__f/index.m3u8
浙江卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/zhejiangHD/__op/default/__f/index.m3u8
广东卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/guangdongHD/__op/default/__f/index.m3u8
山西卫视,http://113.207.84.197:8090/__cl/cg:live/__c/shanxiSD/__op/default/__f/index.m3u8
吉林卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/jilinHD/__op/default/__f/index.m3u8
河南卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/henanHD/__op/default/__f/index.m3u8
湖北卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/hubeiSD/__op/default/__f/index.m3u8
辽宁卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/liaoningHD/__op/default/__f/index.m3u8
重庆卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/chongqingHD/__op/default/__f/index.m3u8
海南卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/hainanSD/__op/default/__f/index.m3u8
Liberty Кино Микс 4K,http://3efb37ea.ucomist.net/iptv/2ZDKWT2XKGZEEA/15110/index.m3u8
黑龙江卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/heilongjiangHD/__op/default/__f/index.m3u8
兵团卫视,http://113.207.84.197:8090/__cl/cg:live/__c/bingtuanSD/__op/default/__f/index.m3u8
重庆文体娱乐高清,http://113.207.84.197:8090/__cl/cg:live/__c/cqwtylHD/__op/default/__f/index.m3u8
西藏卫视,http://113.207.84.197:8090/__cl/cg:live/__c/xizangSD/__op/default/__f/index.m3u8
重庆科教高清,http://113.207.84.197:8090/__cl/cg:live/__c/CQTVkejiaoHD/__op/default/__f/index.m3u8
Liberty Мульт 4K,http://3efb37ea.ucomist.net/iptv/2ZDKWT2XKGZEEA/18051/index.m3u8
重庆影视高清,http://113.207.84.197:8090/__cl/cg:live/__c/cqyingshiHD/__op/default/__f/index.m3u8
重庆少儿高清,http://113.207.84.197:8090/__cl/cg:live/__c/cqseHD/__op/default/__f/index.m3u8
TRT 4k备,http://4e87b8a2.rossteleccom.net/iptv/UWSCNHYFPPFSA5/4001/index.m3u8
贵州卫视高清,http://113.207.84.197:8090/__cl/cg:live/__c/guizhouHD/__op/default/__f/index.m3u8
三沙卫视,http://113.207.84.197:8090/__cl/cg:live/__c/sanshaSD/__op/default/__f/index.m3u8

重庆新闻高清,http://113.207.84.197:8090/__cl/cg:live/__c/CQTVNewsHD/__op/default/__f/index.m3u8
摄影,http://113.207.84.197:8090/__cl/cg:live/__c/sheying/__op/default/__f/index.m3u8
车迷频道,http://113.207.84.197:8090/__cl/cg:live/__c/doxtv/__op/default/__f/index.m3u8
SiTV都市剧场高清,http://113.207.84.197:8090/__cl/cg:live/__c/dsjcHD/__op/default/__f/index.m3u8
CCTV风云剧场,http://113.207.84.197:8090/__cl/cg:live/__c/shandongHD/__op/default/__f/index.m3u8
重庆时尚生活高清,http://113.207.84.197:8090/__cl/cg:live/__c/cqssgwHD/__op/default/__f/index.m3u8
SiTV游戏风云高清,http://113.207.84.197:8090/__cl/cg:live/__c/yxfyHD/__op/default/__f/index.m3u8
CHC高清电影,http://113.207.84.197:8090/__cl/cg:live/__c/chcgqdyHD/__op/default/__f/index.m3u8
SiTV动漫秀场高清,http://113.207.84.197:8090/__cl/cg:live/__c/dmxcHD/__op/default/__f/index.m3u8
CCTV风云剧场高清,http://113.207.84.197:8090/__cl/cg:live/__c/fyjcHD/__op/default/__f/index.m3u8
CCTV风云足球高清,http://113.207.84.197:8090/__cl/cg:live/__c/fyzqHD/__op/default/__f/index.m3u8
CCTV兵器科技高清,http://113.207.84.197:8090/__cl/cg:live/__c/bqkjHD/__op/default/__f/index.m3u8
纯享4K[3840*2160],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225786/index.m3u8
CCTV风云音乐高清,http://113.207.84.197:8090/__cl/cg:live/__c/fyyyHD/__op/default/__f/index.m3u8
CCTV1[1920*1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225618/index.m3u8
CCTV1[1920*1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225501/index.m3u8?fmt=ts2hls
CCTV1[1920*1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225762/index.m3u8
重庆新农村高清,http://113.207.84.197:8090/__cl/cg:live/__c/cqggncHD/__op/default/__f/index.m3u8
CCTV1[1920*1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225642/index.m3u8
CCTV1[1920*1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225918/index.m3u8
CCTV2[1920*1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225619/index.m3u8
CCTV2[1920*1080],http://39.134.24.162/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225500/index.m3u8?fmt=ts2hls
求索纪录高清,http://113.207.84.197:8090/__cl/cg:live/__c/qsjlHD/__op/default/__f/index.m3u8
SiTV魅力足球高清,http://113.207.84.197:8090/__cl/cg:live/__c/mlzqHD/__op/default/__f/index.m3u8
